Address:,USB0::0x0957::0x179B::MY58106377::0::INSTR,,Analog Channels,,
,,,-0.0407668252559,-0.0180816128849983,
,,,-0.040751425129,-0.0180816128849983,
,,,-0.0407360250021,-0.0180816128849983,
,,,-0.0407206248752,-0.00561930239200592,
,,,-0.0407052247483,-0.0180816128849983,
,,,-0.0406898246214,-0.00561930239200592,
,,,-0.0406744244945,-0.0180816128849983,
,,,-0.0406590243676,-0.0180816128849983,
,,,-0.0406436242407,-0.0180816128849983,
,,,-0.0406282241138,-0.0180816128849983,
,,,-0.0406128239869,-0.0180816128849983,
,,,-0.04059742386,-0.0180816128849983,
,,,-0.0405820237331,-0.0180816128849983,
,,,-0.0405666236062,-0.0180816128849983,
,,,-0.0405512234793,-0.00561930239200592,
,,,-0.0405358233524,-0.0180816128849983,
,,,-0.0405204232255,-0.0180816128849983,
,,,-0.0405050230986,-0.00561930239200592,
,,,-0.0404896229717,-0.0180816128849983,
,,,-0.0404742228448,-0.0305439233779907,
,,,-0.0404588227179,-0.0180816128849983,
,,,-0.040443422591,-0.0305439233779907,
,,,-0.0404280224641,-0.0305439233779907,
,,,-0.0404126223372,-0.0305439233779907,
,,,-0.0403972222103,-0.0180816128849983,
,,,-0.0403818220834,-0.0180816128849983,
,,,-0.0403664219565,-0.0180816128849983,
,,,-0.0403510218296,-0.0180816128849983,
,,,-0.0403356217027,-0.0180816128849983,
,,,-0.0403202215758,-0.0305439233779907,
,,,-0.0403048214489,-0.0180816128849983,
,,,-0.040289421322,-0.0180816128849983,
,,,-0.0402740211951,-0.0180816128849983,
,,,-0.0402586210682,-0.0180816128849983,
,,,-0.0402432209413,-0.0180816128849983,
,,,-0.0402278208144,-0.0180816128849983,
,,,-0.0402124206875,-0.0180816128849983,
,,,-0.0401970205606,-0.0180816128849983,
,,,-0.0401816204337,-0.0180816128849983,
,,,-0.0401662203068,-0.0180816128849983,
,,,-0.0401508201799,-0.0180816128849983,
,,,-0.040135420053,-0.0180816128849983,
,,,-0.0401200199261,-0.0180816128849983,
,,,-0.0401046197992,-0.0180816128849983,
,,,-0.0400892196723,-0.0305439233779907,
,,,-0.0400738195454,-0.0180816128849983,
,,,-0.0400584194185,-0.0180816128849983,
,,,-0.0400430192916,-0.00561930239200592,
,,,-0.0400276191647,-0.0180816128849983,
,,,-0.0400122190378,-0.0180816128849983,
,,,-0.0399968189109,-0.00561930239200592,
,,,-0.039981418784,-0.0180816128849983,
,,,-0.0399660186571,-0.0305439233779907,
,,,-0.0399506185302,-0.0180816128849983,
,,,-0.0399352184033,-0.0305439233779907,
,,,-0.0399198182764,-0.00561930239200592,
,,,-0.0399044181495,-0.0180816128849983,
,,,-0.0398890180226,-0.0305439233779907,
,,,-0.0398736178957,-0.00561930239200592,
,,,-0.0398582177688,-0.00561930239200592,
,,,-0.0398428176419,-0.00561930239200592,
,,,-0.039827417515,-0.0180816128849983,
,,,-0.0398120173881,-0.0180816128849983,
,,,-0.0397966172612,-0.0180816128849983,
,,,-0.0397812171343,-0.0180816128849983,
,,,-0.0397658170074,-0.00561930239200592,
,,,-0.0397504168805,-0.0180816128849983,
,,,-0.0397350167536,-0.0180816128849983,
,,,-0.0397196166267,-0.0180816128849983,
,,,-0.0397042164998,-0.0180816128849983,
,,,-0.0396888163729,-0.00561930239200592,
,,,-0.039673416246,-0.0180816128849983,
,,,-0.0396580161191,-0.0180816128849983,
,,,-0.0396426159922,-0.0305439233779907,
,,,-0.0396272158653,-0.0305439233779907,
,,,-0.0396118157384,-0.00561930239200592,
,,,-0.0395964156115,-0.00561930239200592,
,,,-0.0395810154846,-0.0180816128849983,
,,,-0.0395656153577,-0.0180816128849983,
,,,-0.0395502152308,-0.0180816128849983,
,,,-0.0395348151039,-0.00561930239200592,
,,,-0.039519414977,-0.0180816128849983,
,,,-0.0395040148501,-0.0180816128849983,
,,,-0.0394886147232,-0.0180816128849983,
,,,-0.0394732145963,-0.0180816128849983,
,,,-0.0394578144694,-0.0180816128849983,
,,,-0.0394424143425,-0.0180816128849983,
,,,-0.0394270142156,-0.0180816128849983,
,,,-0.0394116140887,-0.0180816128849983,
,,,-0.0393962139618,-0.00561930239200592,
,,,-0.0393808138349,-0.0180816128849983,
,,,-0.039365413708,-0.00561930239200592,
,,,-0.0393500135811,-0.00561930239200592,
,,,-0.0393346134542,-0.0305439233779907,
,,,-0.0393192133273,-0.0180816128849983,
,,,-0.0393038132004,-0.0180816128849983,
,,,-0.0392884130735,-0.0180816128849983,
,,,-0.0392730129466,-0.0180816128849983,
,,,-0.0392576128197,-0.0180816128849983,
,,,-0.0392422126928,-0.0180816128849983,
,,,-0.0392268125659,-0.0180816128849983,
,,,-0.039211412439,-0.0180816128849983,
,,,-0.0391960123121,-0.0180816128849983,
,,,-0.0391806121852,-0.0180816128849983,
,,,-0.0391652120583,-0.0180816128849983,
,,,-0.0391498119314,-0.0180816128849983,
,,,-0.0391344118045,-0.0180816128849983,
,,,-0.0391190116776,-0.00561930239200592,
,,,-0.0391036115507,-0.0180816128849983,
,,,-0.0390882114238,-0.0180816128849983,
,,,-0.0390728112969,-0.0180816128849983,
,,,-0.03905741117,-0.0180816128849983,
,,,-0.0390420110431,-0.0180816128849983,
,,,-0.0390266109162,-0.0180816128849983,
,,,-0.0390112107893,-0.0180816128849983,
,,,-0.0389958106624,-0.0180816128849983,
,,,-0.0389804105355,-0.00561930239200592,
,,,-0.0389650104086,-0.0180816128849983,
,,,-0.0389496102817,-0.0180816128849983,
,,,-0.0389342101548,-0.0180816128849983,
,,,-0.0389188100279,-0.0180816128849983,
,,,-0.038903409901,-0.0180816128849983,
,,,-0.0388880097741,-0.0180816128849983,
,,,-0.0388726096472,-0.0180816128849983,
,,,-0.0388572095203,-0.0180816128849983,
,,,-0.0388418093934,-0.0180816128849983,
,,,-0.0388264092665,-0.0180816128849983,
,,,-0.0388110091396,-0.0180816128849983,
,,,-0.0387956090127,-0.0180816128849983,
,,,-0.0387802088858,-0.00561930239200592,
,,,-0.0387648087589,-0.0180816128849983,
,,,-0.038749408632,-0.0180816128849983,
,,,-0.0387340085051,-0.0180816128849983,
,,,-0.0387186083782,-0.0180816128849983,
,,,-0.0387032082513,-0.0180816128849983,
,,,-0.0386878081244,-0.0180816128849983,
,,,-0.0386724079975,-0.0180816128849983,
,,,-0.0386570078706,-0.0180816128849983,
,,,-0.0386416077437,-0.00561930239200592,
,,,-0.0386262076168,-0.0180816128849983,
,,,-0.0386108074899,-0.0180816128849983,
,,,-0.038595407363,-0.0180816128849983,
,,,-0.0385800072361,-0.00561930239200592,
,,,-0.0385646071092,-0.0180816128849983,
,,,-0.0385492069823,-0.0180816128849983,
,,,-0.0385338068554,-0.0180816128849983,
,,,-0.0385184067285,-0.0180816128849983,
,,,-0.0385030066016,-0.00561930239200592,
,,,-0.0384876064747,-0.00561930239200592,
,,,-0.0384722063478,-0.0180816128849983,
,,,-0.0384568062209,-0.0180816128849983,
,,,-0.038441406094,-0.0180816128849983,
,,,-0.0384260059671,-0.00561930239200592,
,,,-0.0384106058402,-0.0180816128849983,
,,,-0.0383952057133,-0.00561930239200592,
,,,-0.0383798055864,-0.0180816128849983,
,,,-0.0383644054595,-0.0180816128849983,
,,,-0.0383490053326,-0.00561930239200592,
,,,-0.0383336052057,-0.0180816128849983,
,,,-0.0383182050788,-0.00561930239200592,
,,,-0.0383028049519,-0.0180816128849983,
,,,-0.038287404825,-0.00561930239200592,
,,,-0.0382720046981,-0.0180816128849983,
,,,-0.0382566045712,-0.0180816128849983,
,,,-0.0382412044443,-0.00561930239200592,
,,,-0.0382258043174,-0.0180816128849983,
,,,-0.0382104041905,-0.0180816128849983,
,,,-0.0381950040636,-0.00561930239200592,
,,,-0.0381796039367,-0.0180816128849983,
,,,-0.0381642038098,-0.0180816128849983,
,,,-0.0381488036829,-0.0180816128849983,
,,,-0.038133403556,-0.0180816128849983,
,,,-0.0381180034291,-0.0180816128849983,
,,,-0.0381026033022,-0.00561930239200592,
,,,-0.0380872031753,-0.0305439233779907,
,,,-0.0380718030484,-0.0180816128849983,
,,,-0.0380564029215,-0.00561930239200592,
,,,-0.0380410027946,-0.0180816128849983,
,,,-0.0380256026677,-0.00561930239200592,
,,,-0.0380102025408,-0.0180816128849983,
,,,-0.0379948024139,-0.0180816128849983,
,,,-0.037979402287,-0.0180816128849983,
,,,-0.0379640021601,-0.0180816128849983,
,,,-0.0379486020332,-0.0180816128849983,
,,,-0.0379332019063,-0.0180816128849983,
,,,-0.0379178017794,-0.0180816128849983,
,,,-0.0379024016525,-0.0180816128849983,
,,,-0.0378870015256,-0.0305439233779907,
,,,-0.0378716013987,-0.0180816128849983,
,,,-0.0378562012718,-0.0180816128849983,
,,,-0.0378408011449,-0.0180816128849983,
,,,-0.037825401018,-0.00561930239200592,
,,,-0.0378100008911,-0.0180816128849983,
,,,-0.0377946007642,-0.00561930239200592,
,,,-0.0377792006373,-0.0180816128849983,
,,,-0.0377638005104,-0.0180816128849983,
,,,-0.0377484003835,-0.0180816128849983,
,,,-0.0377330002566,-0.0180816128849983,
,,,-0.0377176001297,-0.0180816128849983,
,,,-0.0377022000028,-0.0180816128849983,
,,,-0.0376867998759,-0.0180816128849983,
,,,-0.037671399749,-0.0305439233779907,
,,,-0.0376559996221,-0.0180816128849983,
,,,-0.0376405994952,-0.00561930239200592,
,,,-0.0376251993683,-0.0180816128849983,
,,,-0.0376097992414,-0.0180816128849983,
,,,-0.0375943991145,-0.0180816128849983,
,,,-0.0375789989876,-0.0180816128849983,
,,,-0.0375635988607,-0.0180816128849983,
,,,-0.0375481987338,-0.0180816128849983,
,,,-0.0375327986069,-0.00561930239200592,
,,,-0.03751739848,-0.0180816128849983,
,,,-0.0375019983531,-0.0180816128849983,
,,,-0.0374865982262,-0.0305439233779907,
,,,-0.0374711980993,-0.0180816128849983,
,,,-0.0374557979724,-0.0180816128849983,
,,,-0.0374403978455,-0.0180816128849983,
,,,-0.0374249977186,-0.0180816128849983,
,,,-0.0374095975917,-0.0305439233779907,
,,,-0.0373941974648,-0.0180816128849983,
,,,-0.0373787973379,-0.0180816128849983,
,,,-0.037363397211,-0.0180816128849983,
,,,-0.0373479970841,-0.0180816128849983,
,,,-0.0373325969572,-0.0180816128849983,
,,,-0.0373171968303,-0.00561930239200592,
,,,-0.0373017967034,-0.0180816128849983,
,,,-0.0372863965765,-0.0180816128849983,
,,,-0.0372709964496,-0.0180816128849983,
,,,-0.0372555963227,-0.0180816128849983,
,,,-0.0372401961958,-0.0180816128849983,
,,,-0.0372247960689,-0.00561930239200592,
,,,-0.037209395942,-0.0305439233779907,
,,,-0.0371939958151,-0.0180816128849983,
,,,-0.0371785956882,-0.0180816128849983,
,,,-0.0371631955613,-0.0180816128849983,
,,,-0.0371477954344,-0.00561930239200592,
,,,-0.0371323953075,-0.0180816128849983,
,,,-0.0371169951806,-0.0180816128849983,
,,,-0.0371015950537,-0.00561930239200592,
,,,-0.0370861949268,-0.0180816128849983,
,,,-0.0370707947999,-0.0180816128849983,
,,,-0.037055394673,-0.0180816128849983,
,,,-0.0370399945461,-0.0180816128849983,
,,,-0.0370245944192,-0.00561930239200592,
,,,-0.0370091942923,-0.0180816128849983,
,,,-0.0369937941654,-0.0180816128849983,
,,,-0.0369783940385,-0.0180816128849983,
,,,-0.0369629939116,-0.0180816128849983,
,,,-0.0369475937847,-0.0180816128849983,
,,,-0.0369321936578,-0.0180816128849983,
,,,-0.0369167935309,-0.00561930239200592,
,,,-0.036901393404,-0.00561930239200592,
,,,-0.0368859932771,-0.0180816128849983,
,,,-0.0368705931502,-0.0180816128849983,
,,,-0.0368551930233,-0.0180816128849983,
,,,-0.0368397928964,-0.0180816128849983,
,,,-0.0368243927695,-0.0180816128849983,
,,,-0.0368089926426,-0.0180816128849983,
,,,-0.0367935925157,-0.0180816128849983,
,,,-0.0367781923888,-0.00561930239200592,
,,,-0.0367627922619,-0.0180816128849983,
,,,-0.036747392135,-0.0180816128849983,
,,,-0.0367319920081,-0.00561930239200592,
,,,-0.0367165918812,-0.00561930239200592,
,,,-0.0367011917543,-0.0180816128849983,
,,,-0.0366857916274,-0.0180816128849983,
,,,-0.0366703915005,-0.00561930239200592,
,,,-0.0366549913736,-0.0180816128849983,
,,,-0.0366395912467,-0.00561930239200592,
,,,-0.0366241911198,-0.0305439233779907,
,,,-0.0366087909929,-0.00561930239200592,
,,,-0.036593390866,-0.0180816128849983,
,,,-0.0365779907391,-0.0180816128849983,
,,,-0.0365625906122,-0.0180816128849983,
,,,-0.0365471904853,-0.0180816128849983,
,,,-0.0365317903584,-0.00561930239200592,
,,,-0.0365163902315,-0.0180816128849983,
,,,-0.0365009901046,-0.0180816128849983,
,,,-0.0364855899777,-0.00561930239200592,
,,,-0.0364701898508,-0.0180816128849983,
,,,-0.0364547897239,-0.0180816128849983,
,,,-0.036439389597,-0.0180816128849983,
,,,-0.0364239894701,-0.00561930239200592,
,,,-0.0364085893432,-0.0180816128849983,
,,,-0.0363931892163,-0.0180816128849983,
,,,-0.0363777890894,-0.0180816128849983,
,,,-0.0363623889625,-0.0180816128849983,
,,,-0.0363469888356,-0.0180816128849983,
,,,-0.0363315887087,-0.0180816128849983,
,,,-0.0363161885818,-0.0180816128849983,
,,,-0.0363007884549,-0.0180816128849983,
,,,-0.036285388328,-0.0180816128849983,
,,,-0.0362699882011,-0.0180816128849983,
,,,-0.0362545880742,-0.0180816128849983,
,,,-0.0362391879473,-0.0305439233779907,
,,,-0.0362237878204,-0.00561930239200592,
,,,-0.0362083876935,-0.00561930239200592,
,,,-0.0361929875666,-0.0180816128849983,
,,,-0.0361775874397,-0.0305439233779907,
,,,-0.0361621873128,-0.0180816128849983,
,,,-0.0361467871859,-0.0180816128849983,
,,,-0.036131387059,-0.0180816128849983,
,,,-0.0361159869321,-0.0180816128849983,
,,,-0.0361005868052,-0.0180816128849983,
,,,-0.0360851866783,-0.0180816128849983,
,,,-0.0360697865514,-0.0180816128849983,
,,,-0.0360543864245,-0.00561930239200592,
,,,-0.0360389862976,-0.0305439233779907,
,,,-0.0360235861707,-0.00561930239200592,
,,,-0.0360081860438,-0.0180816128849983,
,,,-0.0359927859169,-0.0180816128849983,
,,,-0.03597738579,-0.0180816128849983,
,,,-0.0359619856631,-0.0180816128849983,
,,,-0.0359465855362,-0.0180816128849983,
,,,-0.0359311854093,-0.0180816128849983,
,,,-0.0359157852824,-0.0180816128849983,
,,,-0.0359003851555,-0.0180816128849983,
,,,-0.0358849850286,-0.00561930239200592,
,,,-0.0358695849017,-0.0180816128849983,
,,,-0.0358541847748,-0.0305439233779907,
,,,-0.0358387846479,-0.0180816128849983,
,,,-0.035823384521,-0.0180816128849983,
,,,-0.0358079843941,-0.00561930239200592,
,,,-0.0357925842672,-0.0180816128849983,
,,,-0.0357771841403,-0.0180816128849983,
,,,-0.0357617840134,-0.0180816128849983,
,,,-0.0357463838865,-0.0180816128849983,
,,,-0.0357309837596,-0.0180816128849983,
,,,-0.0357155836327,-0.0180816128849983,
,,,-0.0357001835058,-0.0180816128849983,
,,,-0.0356847833789,-0.0180816128849983,
,,,-0.035669383252,-0.00561930239200592,
,,,-0.0356539831251,-0.00561930239200592,
,,,-0.0356385829982,-0.0180816128849983,
,,,-0.0356231828713,-0.00561930239200592,
,,,-0.0356077827444,-0.00561930239200592,
,,,-0.0355923826175,-0.0180816128849983,
,,,-0.0355769824906,-0.0180816128849983,
,,,-0.0355615823637,-0.0305439233779907,
,,,-0.0355461822368,-0.0180816128849983,
,,,-0.0355307821099,-0.0180816128849983,
,,,-0.035515381983,-0.0180816128849983,
,,,-0.0354999818561,-0.0180816128849983,
,,,-0.0354845817292,-0.0180816128849983,
,,,-0.0354691816023,-0.0180816128849983,
,,,-0.0354537814754,-0.0180816128849983,
,,,-0.0354383813485,-0.0180816128849983,
,,,-0.0354229812216,-0.0180816128849983,
,,,-0.0354075810947,-0.0180816128849983,
,,,-0.0353921809678,-0.0180816128849983,
,,,-0.0353767808409,-0.0305439233779907,
,,,-0.035361380714,-0.00561930239200592,
,,,-0.0353459805871,-0.0180816128849983,
,,,-0.0353305804602,-0.0180816128849983,
,,,-0.0353151803333,-0.0180816128849983,
,,,-0.0352997802064,-0.0180816128849983,
,,,-0.0352843800795,-0.00561930239200592,
,,,-0.0352689799526,-0.0180816128849983,
,,,-0.0352535798257,-0.0180816128849983,
,,,-0.0352381796988,-0.0180816128849983,
,,,-0.0352227795719,-0.0180816128849983,
,,,-0.035207379445,-0.00561930239200592,
,,,-0.0351919793181,-0.00561930239200592,
,,,-0.0351765791912,-0.0180816128849983,
,,,-0.0351611790643,-0.0180816128849983,
,,,-0.0351457789374,-0.0180816128849983,
,,,-0.0351303788105,-0.00561930239200592,
,,,-0.0351149786836,-0.0180816128849983,
,,,-0.0350995785567,-0.0180816128849983,
,,,-0.0350841784298,-0.0180816128849983,
,,,-0.0350687783029,-0.0180816128849983,
,,,-0.035053378176,-0.00561930239200592,
,,,-0.0350379780491,-0.00561930239200592,
,,,-0.0350225779222,-0.0180816128849983,
,,,-0.0350071777953,-0.0180816128849983,
,,,-0.0349917776684,-0.0180816128849983,
,,,-0.0349763775415,-0.00561930239200592,
,,,-0.0349609774146,-0.0180816128849983,
,,,-0.0349455772877,-0.00561930239200592,
,,,-0.0349301771608,-0.0180816128849983,
,,,-0.0349147770339,-0.0180816128849983,
,,,-0.034899376907,-0.0180816128849983,
,,,-0.0348839767801,-0.00561930239200592,
,,,-0.0348685766532,-0.0180816128849983,
,,,-0.0348531765263,-0.0180816128849983,
,,,-0.0348377763994,-0.0180816128849983,
,,,-0.0348223762725,-0.0180816128849983,
,,,-0.0348069761456,-0.0180816128849983,
,,,-0.0347915760187,-0.0180816128849983,
,,,-0.0347761758918,-0.0180816128849983,
,,,-0.0347607757649,-0.0180816128849983,
,,,-0.034745375638,-0.0180816128849983,
,,,-0.0347299755111,-0.0180816128849983,
,,,-0.0347145753842,-0.0180816128849983,
,,,-0.0346991752573,-0.00561930239200592,
,,,-0.0346837751304,-0.00561930239200592,
,,,-0.0346683750035,-0.00561930239200592,
,,,-0.0346529748766,-0.0180816128849983,
,,,-0.0346375747497,-0.0180816128849983,
,,,-0.0346221746228,-0.0180816128849983,
,,,-0.0346067744959,-0.0180816128849983,
,,,-0.034591374369,-0.00561930239200592,
,,,-0.0345759742421,-0.0180816128849983,
,,,-0.0345605741152,-0.00561930239200592,
,,,-0.0345451739883,-0.00561930239200592,
,,,-0.0345297738614,-0.0180816128849983,
,,,-0.0345143737345,-0.0180816128849983,
,,,-0.0344989736076,-0.00561930239200592,
,,,-0.0344835734807,-0.00561930239200592,
,,,-0.0344681733538,-0.0180816128849983,
,,,-0.0344527732269,-0.0305439233779907,
,,,-0.0344373731,-0.0305439233779907,
,,,-0.0344219729731,-0.0180816128849983,
,,,-0.0344065728462,-0.0180816128849983,
,,,-0.0343911727193,-0.0180816128849983,
,,,-0.0343757725924,-0.0180816128849983,
,,,-0.0343603724655,-0.0180816128849983,
,,,-0.0343449723386,-0.0180816128849983,
,,,-0.0343295722117,-0.0180816128849983,
,,,-0.0343141720848,-0.0180816128849983,
,,,-0.0342987719579,-0.00561930239200592,
,,,-0.034283371831,-0.0180816128849983,
,,,-0.0342679717041,-0.00561930239200592,
,,,-0.0342525715772,-0.0180816128849983,
,,,-0.0342371714503,-0.0180816128849983,
,,,-0.0342217713234,-0.0180816128849983,
,,,-0.0342063711965,-0.0180816128849983,
,,,-0.0341909710696,-0.0180816128849983,
,,,-0.0341755709427,-0.0180816128849983,
,,,-0.0341601708158,-0.0180816128849983,
,,,-0.0341447706889,-0.00561930239200592,
,,,-0.034129370562,-0.0180816128849983,
,,,-0.0341139704351,-0.0180816128849983,
,,,-0.0340985703082,-0.0305439233779907,
,,,-0.0340831701813,-0.0180816128849983,
,,,-0.0340677700544,-0.00561930239200592,
,,,-0.0340523699275,-0.0180816128849983,
,,,-0.0340369698006,-0.0180816128849983,
,,,-0.0340215696737,-0.0180816128849983,
,,,-0.0340061695468,-0.0180816128849983,
,,,-0.0339907694199,-0.0180816128849983,
,,,-0.033975369293,-0.00561930239200592,
,,,-0.0339599691661,-0.00561930239200592,
,,,-0.0339445690392,-0.0180816128849983,
,,,-0.0339291689123,-0.0180816128849983,
,,,-0.0339137687854,-0.00561930239200592,
,,,-0.0338983686585,-0.0305439233779907,
,,,-0.0338829685316,-0.0180816128849983,
,,,-0.0338675684047,-0.00561930239200592,
,,,-0.0338521682778,-0.0180816128849983,
,,,-0.0338367681509,-0.0180816128849983,
,,,-0.033821368024,-0.0180816128849983,
,,,-0.0338059678971,-0.0180816128849983,
,,,-0.0337905677702,-0.0180816128849983,
,,,-0.0337751676433,-0.00561930239200592,
,,,-0.0337597675164,-0.0180816128849983,
,,,-0.0337443673895,-0.0180816128849983,
,,,-0.0337289672626,-0.0180816128849983,
,,,-0.0337135671357,-0.0305439233779907,
,,,-0.0336981670088,-0.00561930239200592,
,,,-0.0336827668819,-0.0180816128849983,
,,,-0.033667366755,-0.00561930239200592,
,,,-0.0336519666281,-0.0180816128849983,
,,,-0.0336365665012,-0.0180816128849983,
